D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_38_911.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_38_911.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_38_911.jpg,1,1,0,4.329664
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_002.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_002.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_002.jpg,1,1,0,5.220946
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_096.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_096.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_096.jpg,1,1,0,6.323812
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_187.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_187.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_187.jpg,1,1,0,7.414804
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_276.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_276.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_276.jpg,0,1,0,8.152052
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_370.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_370.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_370.jpg,0,1,0,9.25207
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_457.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_457.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_457.jpg,0,1,0,10.14385
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_547.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_547.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_547.jpg,0,1,0,11.24965
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_632.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_632.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_632.jpg,0,1,0,11.87846
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_734.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_734.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_734.jpg,0,1,0,13.14531
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_825.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_825.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_825.jpg,0,1,0,14.01935
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_902.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_902.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_902.jpg,0,1,0,14.89228
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_39_990.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_39_990.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_39_990.jpg,0,1,0,16.04903
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_081.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_081.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_081.jpg,0,0.8114491,0,16.85303
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_168.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_168.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_168.jpg,0,0.5486866,0,17.20781
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_252.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_252.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_252.jpg,0.05,0.2975059,0,17.43788
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_336.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_336.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_336.jpg,0.25,0.04521672,0,17.3836
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_421.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_421.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_421.jpg,0.45,0,0,17.14393
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_510.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_510.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_510.jpg,0.7,0,0,17.27871
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_597.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_597.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_597.jpg,0.9000002,0,0,16.95736
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_688.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_688.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_688.jpg,1,0,0,16.09246
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_775.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_775.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_775.jpg,1,0,0,15.85727
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_872.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_872.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_872.jpg,1,0,0,16.12808
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_40_956.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_40_956.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_40_956.jpg,0,0,0,15.85763
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_055.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_055.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_055.jpg,0,0,0,15.11657
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_135.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_135.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_135.jpg,0,0,0,14.91249
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_223.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_223.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_223.jpg,-0.15,0,0,14.78341
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_325.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_325.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_325.jpg,-0.4,0,0,15.06978
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_422.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_422.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_422.jpg,-0.6500001,0,0,14.27046
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_515.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_515.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_515.jpg,-0.9000002,0,0,14.42594
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_611.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_611.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_611.jpg,0,0,0,13.67402
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_690.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_690.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_690.jpg,0.15,0,0,14.00143
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_754.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_754.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_754.jpg,0.35,0.2135487,0,13.84077
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_823.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_823.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_823.jpg,0.5000001,0.4226565,0,13.44694
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_41_916.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_41_916.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_41_916.jpg,0.7500002,0.7011585,0,14.11007
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_002.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_002.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_002.jpg,0.9500002,0.9607239,0,14.67669
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_095.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_095.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_095.jpg,1,1,0,15.47643
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_170.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_170.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_170.jpg,0,1,0,16.14675
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_259.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_259.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_259.jpg,0,1,0,16.87871
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_327.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_327.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_327.jpg,0,1,0,17.64684
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_426.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_426.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_426.jpg,-0.25,1,0,18.7586
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_501.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_501.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_501.jpg,-0.4,0.7770859,0,19.06693
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_568.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_568.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_568.jpg,-0.6000001,0.5741005,0,19.36256
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_663.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_663.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_663.jpg,-0.8000001,0.2901559,0,19.41948
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_732.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_732.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_732.jpg,-1,0.08489799,0,19.16671
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_799.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_799.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_799.jpg,-1,0,0,19.21272
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_874.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_874.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_874.jpg,0,0.2233611,0,19.03056
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_42_941.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_42_941.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_42_941.jpg,0,0.4261191,0,18.82479
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_033.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_033.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_033.jpg,0,0.7039263,0,19.53073
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_100.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_100.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_100.jpg,0,0.9053934,0,19.81088
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_168.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_168.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_168.jpg,0,1,0,20.65553
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_241.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_241.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_241.jpg,0.15,1,0,21.3414
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_334.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_334.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_334.jpg,0.4,1,0,22.18525
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_421.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_421.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_421.jpg,0.6000001,1,0,22.83746
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_511.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_511.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_511.jpg,0,1,0,23.7841
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_600.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_600.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_600.jpg,0,1,0,24.55052
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_687.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_687.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_687.jpg,0.15,1,0,25.50478
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_783.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_783.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_783.jpg,0.35,1,0,26.21109
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_852.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_852.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_852.jpg,0,1,0,26.89566
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_43_920.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_43_920.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_43_920.jpg,0,1,0,27.45145
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_006.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_006.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_006.jpg,0.1,1,0,28.38078
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_094.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_094.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_094.jpg,0.3,1,0,29.0815
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_182.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_182.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_182.jpg,0,1,0,29.78392
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_269.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_269.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_269.jpg,0,1,0,30.18978
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_356.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_356.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_356.jpg,0.2,1,0,30.18219
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_447.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_447.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_447.jpg,0.45,1,0,30.15312
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_529.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_529.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_529.jpg,0,1,0,30.18793
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_609.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_609.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_609.jpg,0.15,1,0,30.1882
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_690.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_690.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_690.jpg,0.35,1,0,30.16883
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_768.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_768.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_768.jpg,0.5500001,1,0,30.14384
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_852.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_852.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_852.jpg,0,1,0,30.18609
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_44_946.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_44_946.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_44_946.jpg,0,1,0,30.19
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_013.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_013.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_013.jpg,0,1,0,30.19041
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_105.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_105.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_105.jpg,0,1,0,30.19055
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_185.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_185.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_185.jpg,0,1,0,30.19074
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_258.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_258.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_258.jpg,0,1,0,30.19043
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_331.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_331.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_331.jpg,0,1,0,30.19048
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_405.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_405.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_405.jpg,0,1,0,30.1904
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_478.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_478.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_478.jpg,0,1,0,30.19064
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_553.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_553.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_553.jpg,0,0.9227611,0,30.19033
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_629.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_629.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_629.jpg,0,0.6959445,0,30.10865
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_709.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_709.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_709.jpg,0,0.4555312,0,30.0465
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_784.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_784.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_784.jpg,0,0.2304463,0,29.99044
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_859.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_859.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_859.jpg,0,0.3073666,0,29.96223
D:\auto_files\Track_1\T1_backward\IMG\center_2023_12_30_11_04_45_929.jpg,D:\auto_files\Track_1\T1_backward\IMG\left_2023_12_30_11_04_45_929.jpg,D:\auto_files\Track_1\T1_backward\IMG\right_2023_12_30_11_04_45_929.jpg,0,0.514648,0,30.04772
